gene_id	asc_0	asc_1	asc_2	asc_3	asc_4	asc_5	asc_6	idc_0	idc_1	idc_2	idc_3	idc_4	idc_5	idc_6	healthy_0	healthy_1	healthy_2	healthy_3	healthy_4	healthy_5	healthy_6
ENSG00000123561	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0
ENSG00000123562	1532	621	1011	1349	605	1485	65	20138	30266	43174	49770	35118	20001	18970	8319	14474	13045	10032	7286	10504	17296
ENSG00000123569	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0
ENSG00000123570	153	53	30	138	20	82	0	93	525	120	660	157	13	322	138	122	230	165	108	81	255
ENSG00000123572	236	170	226	270	247	455	0	408	117	153	264	6609	30	1268	120	166	152	263	50	242	392
ENSG00000123575	731	347	330	810	451	504	0	4986	8365	7172	16505	6416	2091	5059	2719	3842	3158	4676	5214	3209	2939
ENSG00000123576	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	4	0
ENSG00000123584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123594	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123595	291	198	55	350	114	165	0	1661	3307	1629	1989	1703	1319	1016	1143	1542	1811	1792	1209	1679	1299
ENSG00000123600	416	192	263	948	172	1684	0	983	3003	955	1574	1108	480	2076	588	1070	1107	1014	597	791	1043
ENSG00000123607	6538	6240	1395	8612	1900	3092	0	1215	1868	966	2461	882	345	569	1196	2332	1786	2654	914	1707	2044
ENSG00000123609	582	214	243	620	167	531	0	795	2013	1340	306	667	349	2088	615	805	689	855	515	944	905
ENSG00000123610	264	125	42	409	345	27	12	1477	247	1086	252	980	600	881	227	438	257	287	74	410	423
ENSG00000123612	160	38	22	38	119	13	0	258	77	38	42	129	44	325	1546	728	1103	1970	11556	1634	1090
ENSG00000123636	16653	7839	3239	20082	5617	5623	16	3901	6514	2319	3077	1910	411	2451	2340	4536	3369	4744	1747	3394	3728
ENSG00000123643	779	493	327	1350	872	324	13	1528	686	962	535	2098	564	1312	1257	1080	1892	1321	1218	1008	887
ENSG00000123684	1325	676	263	1320	431	793	0	10938	19292	9632	19785	8031	3890	15911	3310	3354	3552	7907	2469	3450	3098
ENSG00000123685	70	21	46	21	37	57	0	97	25	75	32	70	102	64	494	147	237	330	105	257	185
ENSG00000123689	217	61	251	116	121	10	0	1538	57	140	16	129	1101	1623	3757	1883	10697	47933	7076	5023	7052
ENSG00000123700	555	747	432	503	373	1440	0	410	295	229	265	1290	65	208	526	456	663	307	142	675	4489
ENSG00000123728	169	107	51	269	78	108	0	3413	6915	2385	2698	2795	1385	3157	1947	2394	2679	3060	1985	2081	1584
ENSG00000123737	958	508	403	940	428	1156	0	1069	1747	1199	1900	753	2814	1443	1250	1774	1455	1818	825	1585	1635
ENSG00000123739	47	14	76	60	25	49	0	2748	2932	4437	5549	3000	1317	1887	1238	2122	1556	1308	1337	1667	2506
ENSG00000123810	306	103	223	140	104	45	0	181	365	185	217	92	361	171	103	244	227	210	102	239	188
ENSG00000123815	358	120	455	627	326	191	7	1784	4602	3118	1341	518	2531	2183	1079	1695	1685	1581	1111	2078	2022
ENSG00000123836	534	208	122	724	234	242	0	2123	2328	4050	556	1653	373	1984	694	816	1148	908	689	780	731
ENSG00000123838	62	11	12	66	2	4	0	5	52	32	9	2	1	37	473	57	94	16	1	114	2
ENSG00000123843	64	7	35	93	13	15	0	55	37	931	80	4	1	46	58	23	36	24	207	53	3
ENSG00000123892	19	3	77	293	10	125	0	363	2472	537	48	157	25	668	71	69	76	43	82	105	238
ENSG00000123901	1	2	2	6	1	2	0	8	10	5	13	12	64	21	16	8	16	16	2	6	14
ENSG00000123908	1771	817	544	1858	887	1797	89	2202	4319	4249	7132	3335	1089	3699	4461	6817	5706	4614	3285	4917	4500
ENSG00000123933	562	233	609	483	331	247	0	7074	5657	2607	2512	4023	4135	4085	7345	8841	10097	11064	11241	7637	5107
ENSG00000123975	75	93	43	75	144	716	0	1101	1815	797	827	743	2129	1734	124	175	112	83	83	222	305
ENSG00000123977	2	0	0	26	0	0	0	0	0	0	0	2	0	0	4	1	2	20	13	0	0
ENSG00000123983	3652	2182	802	2199	1038	2757	1	10714	16049	10868	30163	19399	6084	10269	2404	3890	3034	2730	2148	4023	4472
ENSG00000123989	224	116	381	184	287	42	0	11775	6140	6536	2813	8605	12354	6220	1903	2481	2726	1476	2217	2510	3155
ENSG00000123992	947	340	828	1029	583	780	3	3620	5972	8960	6279	2853	4281	6677	3413	3786	4004	4490	2844	4670	3625
ENSG00000123999	51	8	4	87	17	1	0	41	34	1	106	1370	32	434	78	122	110	141	54	80	128
ENSG00000124003	11	15	3	37	2	8	0	0	1	0	7	5	0	0	8	6	11	33	108	16	62
ENSG00000124006	1413	575	1352	2283	914	140	48	3539	5068	1071	2711	6001	7361	8979	4935	11602	10739	5780	6004	8457	7208
ENSG00000124019	246	310	617	297	69	281	0	171	125	386	207	51	38	221	304	521	549	867	158	782	779
ENSG00000124067	3310	1511	1965	5103	2329	1027	39	2946	1850	1878	1249	4170	1910	4351	8685	5783	8695	13117	4054	7475	8288
ENSG00000124074	99	63	164	197	69	34	0	779	411	526	194	524	2556	682	1322	1620	1196	950	631	1713	1383
ENSG00000124089	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124091	586	385	84	698	135	192	0	26	20	3	17	7	1	7	13	17	12	36	2	11	20
ENSG00000124092	5	0	0	1	0	23	0	0	1	5	0	4	1	0	2	0	4	5	5	0	2
ENSG00000124098	382	150	124	262	161	357	0	8107	8498	5222	6579	6618	3999	10036	3824	4951	5395	5871	3714	5259	3938
ENSG00000124102	3	1	0	26	2	0	0	10	27	132	1	2	8	31	21	163	72	19	3	215	18
ENSG00000124103	18	0	7	15	4	1	0	1	2	2	0	0	5	3	11	16	21	57	6	6	6
ENSG00000124104	341	148	420	620	271	130	0	895	1305	856	617	1703	970	875	1797	1562	3143	4115	2388	3130	2994
ENSG00000124107	37	4	42	129	6	10	0	801	7732	589	0	1472	182	206	611	1692	2213	128	441	1724	301
ENSG00000124116	14	0	1	25	2	0	0	43	47	36	40	199	46	21	4	16	26	16	6	16	7
ENSG00000124120	188	127	209	289	109	98	0	1983	2951	1802	1972	4559	502	2093	566	1270	1835	1013	2057	1113	768
ENSG00000124126	4715	1727	5197	4467	3705	1324	58	26589	16107	11292	2249	2661	10652	13687	3835	17449	5256	4800	4475	11827	8054
ENSG00000124134	14	1	14	22	5	2	0	15	29	7	7	10	14	10	1	35	26	14	0	15	6
ENSG00000124140	76	12	22	35	63	14	0	6	8	20	635	84	129	37	34	29	26	66	6	25	13
ENSG00000124143	415	21	155	506	3	44	0	505	715	52	0	486	2	349	2455	19806	1607	28	2	7724	4190
ENSG00000124145	227	56	234	335	51	55	2	21712	28446	15560	21602	9784	23551	7259	7620	21335	6150	2601	2558	12244	11193
ENSG00000124151	6351	2813	1352	7204	3548	2824	94	5056	6491	9130	7567	5643	2729	4274	4057	4954	4556	6992	3556	5187	3329
ENSG00000124155	3329	1160	1618	2344	2625	3183	91	31527	15132	21070	12467	27554	27577	15891	6123	7111	10524	6097	5157	5828	7438
ENSG00000124157	0	17	0	0	0	0	0	0	1	0	0	3	0	0	0	34	0	125	0	0	0
ENSG00000124159	2	0	2	29	1	2	3	3	7	8	1	0	23	1	6	28	102	9	4	9	22
ENSG00000124160	866	435	731	879	371	753	0	4892	7036	3081	5133	4529	2377	4838	2688	3126	3177	3269	1692	3521	2349
ENSG00000124164	8701	6669	2983	11670	2692	6317	293	5069	8503	5254	9184	33717	34708	4680	2347	4594	3769	2991	3256	3429	2419
ENSG00000124171	150	18	12	148	7	63	0	1538	4346	3391	5893	332	678	976	140	1104	208	113	47	1059	1208
ENSG00000124172	3061	1234	1854	2592	1389	7929	282	10003	13867	12255	13177	52142	82021	12008	6656	5610	8191	8649	9376	8121	7253
ENSG00000124177	7453	3312	3167	9018	3155	4041	129	7473	9494	6777	17155	5598	1366	5318	3478	9534	5295	6591	2468	6373	8272
ENSG00000124181	13474	7092	11861	16561	8928	9348	403	6050	7824	3938	2950	3378	10604	4105	10253	10432	9682	14854	5949	12985	12423
ENSG00000124191	57	116	1086	254	474	253	46	126	106	92	231	89	58	106	133	287	339	740	1417	410	587
ENSG00000124193	3506	1719	1055	2692	1514	2219	16	10396	11580	9925	10444	17510	5072	9049	9383	20355	13699	10771	8972	18192	16745
ENSG00000124194	117	77	74	283	25	19	0	9	12	3	111	6	4	12	4	13	11	18	8	13	17
ENSG00000124196	0	0	0	0	0	0	0	1	0	1	0	0	0	2	2	6	0	2	0	0	0
ENSG00000124198	12405	6433	5733	15089	6342	10810	221	11166	15166	9039	18287	7954	10696	6455	3297	10223	5560	5861	2927	5079	5160
ENSG00000124201	4555	2330	2518	5592	2248	1563	119	6283	8299	7547	5338	5314	1496	9340	3453	4719	5116	8363	3492	4155	3902
ENSG00000124203	275	43	94	205	47	395	0	113	30	52	11	8	10	161	45	69	168	61	90	85	61
ENSG00000124205	35	3	0	24	8	2	0	25	0	14	0	1	2	40	261	211	336	42	12	168	11
ENSG00000124207	4344	2741	1782	5320	2122	10549	51	7782	13717	10435	11491	10113	35261	10872	3563	3458	3127	3230	2322	4156	3689
ENSG00000124209	838	624	220	1145	433	850	0	4794	7053	4942	5558	24269	10376	4384	2211	2965	2672	3185	1819	2752	2360
ENSG00000124212	963	853	942	1731	664	186	0	1528	1191	1036	848	4672	183	3205	4393	1057	10385	3549	6390	2863	4041
ENSG00000124214	3770	1577	2626	3489	1325	3301	108	11873	22120	12814	11564	7712	3787	11990	5277	6068	5654	6746	4076	6847	5812
ENSG00000124215	117	17	114	114	91	240	0	32	16	75	53	565	47	48	108	121	112	181	117	182	294
ENSG00000124216	98	88	76	43	119	41	0	286	363	215	194	257	244	358	890	1287	515	1967	2063	348	433
ENSG00000124217	69	50	131	75	47	125	0	946	1623	789	590	693	812	777	204	446	344	284	408	362	250
ENSG00000124222	456	333	99	693	89	251	0	3456	5146	2268	3444	12143	26397	2529	7737	12580	9214	10168	5730	13717	12744
ENSG00000124225	721	619	540	673	710	233	0	13926	11539	3442	8006	23455	12268	5523	1083	2108	4299	7857	1009	2441	3671
ENSG00000124226	916	300	330	669	490	767	0	5371	8660	3886	4773	3180	3783	6028	2891	4141	3669	3467	2758	4495	3182
ENSG00000124227	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000124228	1736	509	966	1495	949	1238	6	2938	4133	2497	2561	2042	1757	2855	2597	3079	2849	2256	1584	3576	2861
ENSG00000124232	0	0	0	3	0	0	0	1	3	0	0	0	1	0	1	1	8	1	2	0	1
ENSG00000124233	0	12	0	0	0	0	0	0	0	1	0	0	1	0	0	36	0	357	0	0	0
ENSG00000124237	2	0	0	8	0	0	0	0	60	2	0	2	0	0	1	7	0	2	0	0	0
ENSG00000124243	41	7	20	72	12	14	0	1585	4166	3635	4319	880	4898	1557	243	826	261	122	155	579	720
ENSG00000124249	6	0	5	11	8	1	0	1108	2281	604	137	622	3511	444	201	82	267	110	353	156	180
ENSG00000124251	62	26	76	91	40	62	0	63	29	33	104	46	43	29	33	52	41	42	9	52	40
ENSG00000124253	221	108	58	115	124	12	0	309	1	9	94	55	286	345	2065	751	2822	3240	16335	2946	1685
ENSG00000124256	96	18	7	54	16	11	0	79	98	66	19	11	19	232	39	35	58	96	34	48	23
ENSG00000124257	13	5	13	36	15	11	0	8	15	10	25	17	24	10	33	28	72	34	137	47	24
ENSG00000124260	1	42	0	2	0	0	0	0	4	3	0	1	0	0	0	0	2	2	2	1	0
ENSG00000124275	2584	1219	632	2626	1081	1850	39	1810	6910	2708	2837	3128	885	2011	1546	2269	2279	2039	1470	2185	1931
ENSG00000124279	386	135	153	428	89	440	0	687	1327	894	947	575	335	480	255	464	441	426	352	314	352
ENSG00000124299	1209	485	1141	1460	824	958	70	3011	3664	2602	4381	2488	2742	3567	3052	2917	6414	7286	5387	4511	3534
ENSG00000124302	6	0	2	2	0	0	0	92	983	61	546	100	657	2	47	112	126	135	37	276	95
ENSG00000124313	638	255	319	718	326	96	58	2816	2839	1565	4745	2132	2531	2144	931	1399	1276	1981	669	1616	1690
ENSG00000124333	1340	557	210	1072	645	1316	0	3147	4846	5058	5946	3974	3193	3817	1775	2412	2182	3592	2026	2275	2174
ENSG00000124334	19	30	47	23	6	12	0	6	14	4	3	7	1	53	2	5	2	3	2	4	8
ENSG00000124343	513	146	282	1971	490	184	0	393	201	218	132	432	68	135	392	62	1423	913	495	199	401
ENSG00000124356	1155	415	398	1259	571	917	0	2593	5859	2937	5150	3996	2466	2516	1654	2828	2080	2154	1379	2536	2252
ENSG00000124357	2528	861	2232	2645	1855	1803	149	4283	6442	2368	3257	4542	4244	6348	2717	2773	2882	2330	2140	3383	3130
ENSG00000124370	263	71	173	447	112	268	0	576	1001	602	462	578	273	516	564	984	746	632	462	829	934
ENSG00000124374	53	19	12	83	5	79	0	536	670	276	359	302	26	144	436	496	661	220	466	962	465
ENSG00000124380	1131	209	287	417	399	959	85	901	1630	1311	1804	1261	1146	1052	1032	1267	1279	1807	1241	1520	1277
ENSG00000124383	2474	981	762	1736	597	2722	60	2401	5077	2823	3139	3243	1419	2278	1698	3167	2345	2366	1636	2354	1828
ENSG00000124391	0	0	20	2	0	0	0	1	2	0	6	10	0	9	0	0	4	3	0	2	0
ENSG00000124406	3107	1570	544	2114	414	343	8	892	204	1222	806	336	70	838	1341	746	1704	3745	492	1667	2230
ENSG00000124422	4387	2037	2119	3796	2851	4010	168	9056	16383	7581	30865	10006	4700	14291	6083	14126	9127	8189	5902	9068	6965
ENSG00000124429	84	12	380	3345	4	235	0	1370	317	264	6	397	81	36	162	144	132	16	9	132	109
ENSG00000124440	81	49	759	827	273	38	40	45	0	14	11	17	19	11	3279	5767	8629	15070	8063	6375	3030
ENSG00000124444	25	18	27	90	43	46	0	633	991	614	1040	237	690	587	492	588	578	686	532	931	667
ENSG00000124449	0	3	1	2	1	0	0	0	0	0	0	0	0	1	2	8	0	7	2	0	2
ENSG00000124459	292	131	68	487	144	171	0	1309	1443	1441	2126	472	337	1104	619	1150	740	886	377	1047	774
ENSG00000124466	31	2	390	787	13	57	0	6318	1537	1260	2037	2107	8672	4799	345	1174	429	95	38	636	1077
ENSG00000124467	6	25	0	27	7	0	0	0	2	0	0	1	0	1	6	0	8	10	0	1	3
ENSG00000124469	31	14	4	29	8	1	0	0	2	1	0	1	0	0	2	1	2	36	12	0	6
ENSG00000124479	3	0	0	0	4	0	0	1294	148	864	25	3714	1	15	14	101	70	15	17	107	387
ENSG00000124486	25555	13821	5611	23476	10731	15149	107	14961	20490	14013	23838	23016	3516	14416	5395	7879	8093	8236	6438	6140	5280
ENSG00000124490	10	5	62	431	9	1129	0	2	1	0	0	0	0	0	5	28	0	11	1	4	9
ENSG00000124491	12011	5502	2846	16211	3981	2087	40	11766	1511	2192	1730	7255	544	1959	3101	3728	15238	6109	42111	5328	4125
ENSG00000124493	1	11	2	3	0	0	0	161	5539	51	8384	200	758	2	19	32	11	17	0	18	75
ENSG00000124496	1284	784	747	1646	1003	836	1	1233	2502	301	12592	3689	1376	1861	516	1102	958	1207	532	776	1838
ENSG00000124507	22	1	5	4	7	17	0	89	631	330	327	181	258	197	6	97	72	64	33	24	26
ENSG00000124508	593	201	540	1158	289	668	7	632	909	653	256	776	499	1090	609	965	900	1295	396	1148	1483
ENSG00000124523	496	216	151	545	227	473	3	1038	957	857	3802	1401	805	1003	975	1082	963	1061	1237	1544	1201
ENSG00000124532	777	515	302	1097	327	948	24	2309	2607	2440	6088	3464	1986	1786	1261	1484	1469	1885	1242	1433	1545
ENSG00000124535	1446	751	1124	1481	870	1819	24	3305	2861	3303	7640	4502	2132	3592	2041	2842	2124	2005	1212	2857	2601
ENSG00000124541	700	293	309	564	298	743	0	2201	2123	2662	4179	3845	4300	2483	1290	1385	1666	1816	1555	1443	1605
ENSG00000124557	26	13	12	71	1	7	0	7	0	2	0	5	1	10	4	8	17	4	3	26	11
ENSG00000124562	611	188	496	409	397	1043	7	3123	3253	4066	5876	4273	7184	4434	1897	2423	2370	2495	2079	2307	2580
ENSG00000124564	14	2	0	16	5	4	0	6	3	1	0	0	0	1	0	2	2	2	2	0	0
ENSG00000124568	1	0	0	9	0	0	0	2	2	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000124570	2370	966	1536	2426	1259	1990	15	5444	7779	4077	15351	6755	7847	7605	5643	5356	6805	9112	6557	8067	8324
ENSG00000124571	2041	869	1484	2958	856	4420	90	3072	3886	3572	9210	5492	3089	3620	2404	2367	2458	1467	1413	2586	2327
ENSG00000124574	1408	804	1385	1528	1319	886	79	1166	1151	1096	1464	1264	781	1299	1430	1707	1753	1620	900	2093	1707
ENSG00000124575	911	467	295	531	282	126	0	31	5	10	4	9	81	29	35	7	4	6	0	51	51
ENSG00000124587	1778	863	1455	1714	1017	967	106	1622	541	879	3323	1592	2460	2536	1598	2283	1167	1272	1382	3486	3099
ENSG00000124588	374	159	222	435	307	295	0	1509	906	1759	2969	2475	1682	2243	1500	1764	1803	3364	4324	1972	2472
ENSG00000124593	0	0	0	0	0	2	0	32	67	9	98	13	34	11	98	363	378	195	126	273	324
ENSG00000124596	220	70	76	312	57	285	0	1463	1460	1814	4602	3065	1455	1838	1244	1909	1368	1450	898	1873	1399
ENSG00000124602	29	22	35	61	10	18	0	66	321	43	287	364	58	406	187	473	210	453	28	266	312
ENSG00000124608	712	417	826	1253	421	700	36	1526	1359	1374	1183	1306	688	1174	1280	1007	940	882	566	1457	1409
ENSG00000124610	18	35	18	7	57	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000124613	79	47	41	119	58	33	0	350	47	120	253	364	21	244	294	440	369	643	221	269	592
ENSG00000124614	141	54	67	167	39	249	0	76	78	17	89	83	137	43	33663	28405	27618	22757	24200	48376	24290
ENSG00000124615	5727	1894	1010	3201	2376	612	112	875	817	556	11783	1597	1044	900	3503	3735	4919	4562	11574	7490	3316
ENSG00000124635	336	253	343	240	321	1079	30	172	4	171	14	99	341	96	26	24	4	15	56	30	59
ENSG00000124641	159	87	100	148	84	120	0	1890	1808	1775	3203	1269	980	1894	608	661	799	559	490	657	839
ENSG00000124657	3	0	3	0	0	0	0	5	2	11	38	7	92	9	0	2	0	2	0	0	0
ENSG00000124659	92	51	107	116	46	82	13	1415	1209	1016	1626	1243	1083	1114	502	956	784	653	722	593	472
ENSG00000124664	41	0	0	7	5	3	0	10257	17133	10009	7461	11939	12879	5775	1566	5689	1827	236	8	5726	4348
ENSG00000124678	25	9	12	16	6	16	0	1	2	10	2	5	2	7	10	41	4	29	13	8	13
ENSG00000124688	92	38	94	129	91	100	0	1280	1240	1231	3105	1761	2015	1675	556	828	721	882	741	654	530
ENSG00000124701	36	6	11	132	9	18	0	7	2	4	31	5	2	2	15	24	16	26	3	3	8
ENSG00000124702	2305	1129	1637	2338	1698	2624	0	4427	4542	5421	12448	3743	8979	5483	3157	6680	5629	4275	4420	6393	3794
ENSG00000124713	140	32	98	205	73	18	0	145	72	26	2110	548	118	82	70	749	136	87	25	82	110
ENSG00000124721	6049	4308	8	76	7	168	0	15	10	37	6	25	1	13	9	4	2	0	1	6	1
ENSG00000124731	140	73	3	31	82	3	0	197	392	59	12	2272	277	387	125	45	61	115	171	49	25
ENSG00000124733	357	106	338	320	205	270	4	2161	2550	3166	4965	2369	5707	3476	1856	1628	1809	1768	1185	2464	2156
ENSG00000124743	70	14	58	69	28	3	0	190	52	53	136	41	33	168	111	195	232	1259	289	75	385
ENSG00000124749	577	222	642	5519	3480	45	0	313	93	171	142	171	95	1731	120	205	235	626	521	201	1093
ENSG00000124762	684	233	629	869	1258	255	66	5452	2564	4500	7543	21607	3516	5871	11524	9682	7561	38297	6058	7092	17213
ENSG00000124766	894	378	1759	593	1082	1055	188	19529	28846	6986	6864	11530	4782	13165	3713	9335	2769	2278	1007	4369	6561
ENSG00000124767	1228	545	549	1113	402	1755	8	8853	10944	24034	40739	24285	7013	12132	3490	4420	3271	4988	3038	4710	3816
ENSG00000124772	1476	743	615	499	719	360	3	279	109	172	168	85	164	287	257	84	402	282	62	133	404
ENSG00000124780	21	17	4	48	8	9	0	61	6	13	221	24	9	17	35	36	76	10	0	6	30
ENSG00000124782	4847	1974	2011	4452	2632	2452	145	6926	6414	4191	2695	4913	1038	3773	3930	4562	4263	7688	2776	4896	4996
ENSG00000124783	1896	774	597	1698	572	2782	25	11934	10762	15968	33091	22183	8143	13885	4702	6312	6362	5577	4655	6215	5316
ENSG00000124784	1859	693	895	1487	777	2597	0	1183	1262	1300	3954	1475	739	1411	1704	1508	1875	1205	844	1830	1465
ENSG00000124785	398	151	158	465	147	610	0	959	283	754	197	2276	267	530	3261	2596	3881	11383	4615	5078	6523
ENSG00000124786	878	487	301	1280	355	675	0	2355	1851	2379	3640	2452	823	1955	1100	1402	1462	1323	1033	1449	1518
ENSG00000124787	149	92	90	108	49	488	0	196	370	284	992	423	158	382	189	194	224	132	294	226	171
ENSG00000124788	2286	955	627	1808	1002	523	16	5151	4502	4653	3156	4940	1224	5275	1985	3353	2457	2532	1071	3108	4562
ENSG00000124789	7335	3865	1710	8667	3672	8832	0	4937	4868	5138	9637	6617	1161	5550	3305	4232	4775	6273	2541	4026	4490
ENSG00000124795	6464	2806	1655	3936	1212	6001	136	4627	7545	8488	13063	6298	3978	10260	5896	8370	6441	7278	3737	9187	5736
ENSG00000124802	24	14	18	45	11	108	0	205	235	263	668	431	446	233	472	664	626	403	326	612	741
ENSG00000124812	1	0	0	51	0	7	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0
ENSG00000124813	2786	974	369	1622	1850	662	0	2303	3081	1392	1050	3900	576	1881	578	928	763	374	114	935	729
ENSG00000124818	20	2	0	14	0	5	0	0	0	0	2	0	0	1	0	2	3	0	0	0	2
ENSG00000124827	96	114	11	332	35	15	0	1	0	0	5	0	1	1	0	6	0	7	0	2	1
ENSG00000124831	15624	9732	4024	12008	6554	11917	194	13146	18784	14171	19068	9788	3398	10489	7439	11148	8459	14564	4659	8702	12348
ENSG00000124839	11	5	57	24	2	579	0	1326	2934	1687	1174	1301	2335	2344	397	2285	643	66	31	931	1386
ENSG00000124875	9	0	6	0	2	0	0	4	4	6	1	8	1	0	40	31	61	2	0	16	61
ENSG00000124882	10	7	2	152	15	6	0	96	11	4	0	3	1	52	86	32	27	36	22	23	0
ENSG00000124900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124920	226	86	82	125	107	60	0	64	69	579	67	88	234	60	320	95	99	87	37	121	90
ENSG00000124935	56	0	6	10	0	14	0	1766	1	121	61	58622	10	8846	1157	240	1387	15	8	1139	717
ENSG00000124939	4	0	0	0	0	1	0	632	3	27	14	783	2	1184	165	58	74	2	1	130	8
ENSG00000124942	180140	67970	109880	215858	79953	58681	2011	142289	50874	114174	200437	167100	36470	77392	104696	173346	181858	227757	94391	124004	157416
ENSG00000125037	1421	752	405	2014	595	1015	485	4179	4252	5237	8040	6809	6054	5008	2683	2472	2880	3456	3643	3808	2430
ENSG00000125046	29	12	94	137	27	36	0	31	67	32	244	42	53	25	68	88	58	94	68	137	508
ENSG00000125084	14	0	5	5	1	2	0	8	2	1	1	4	1	3	2	4	3	5	1	3	10
ENSG00000125089	3214	1660	2934	1977	2329	2036	133	924	1336	526	485	900	2779	1323	1774	1566	1597	1681	2031	1471	1018
ENSG00000125107	14125	7505	4411	16703	5445	15615	44	10123	11115	9488	15136	17507	1705	15169	5477	9091	7914	7484	4981	7504	5527
ENSG00000125122	108	56	99	147	52	27	0	144	177	102	524	171	177	210	205	342	240	218	195	321	321
ENSG00000125124	3121	1227	1392	4721	923	1198	137	2246	3496	1341	4481	2532	1335	3050	2058	4498	3583	4256	1472	3263	4314
ENSG00000125144	6	1	40	0	5	49	0	95	10	51	1134	163	96	92	167	113	162	80	202	197	169
ENSG00000125148	3175	296	629	678	5883	684	19	2712	1114	2359	3891	4107	39957	8770	21646	27038	20314	9159	23410	11926	3345
ENSG00000125149	975	633	270	1179	538	732	0	2259	2238	1025	2352	1301	973	1380	872	1459	1239	1486	870	1341	1502
ENSG00000125166	420	141	268	321	178	993	0	6850	12685	5946	23019	13156	11883	8378	2678	6081	2825	1881	1168	4111	6788
ENSG00000125170	591	446	826	642	339	202	37	1274	751	656	358	979	2292	1467	1027	747	1379	789	624	1288	1128
ENSG00000125207	1	16	0	1	480	3	0	5	0	0	21	2	3	4	3	2	0	2	0	0	19
ENSG00000125245	1114	917	182	1665	224	498	0	56	28	21	12	11	3	61	9	9	6	21	8	26	31
ENSG00000125246	121	44	216	182	38	123	0	164	265	318	78	67	137	137	434	419	491	465	359	350	563
ENSG00000125247	609	361	418	658	325	970	0	1664	3262	1420	1507	2951	1001	1129	730	1365	881	799	635	955	1034
ENSG00000125249	1128	520	380	755	902	548	0	2438	1949	1594	3771	2900	963	2048	1814	2401	2102	4062	1750	2835	1929
ENSG00000125255	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	6	2	5	8	6	0
ENSG00000125257	640	394	429	1359	329	2649	0	677	175	469	711	1959	93	499	333	358	384	583	294	341	626
ENSG00000125266	708	295	335	555	130	447	0	1011	1758	882	1455	783	878	800	3683	3744	3220	4977	2002	3461	4228
ENSG00000125285	0	0	89	106	45	164	0	10	0	25	0	1	0	4	3	4	1	2	0	8	2
ENSG00000125304	5076	2205	1423	4199	2908	4874	157	16970	17330	21782	17205	30000	10843	22580	5382	11124	8201	7634	6250	9414	8699
ENSG00000125319	134	157	93	155	154	325	0	94	342	303	302	86	572	459	195	212	195	291	482	242	214
ENSG00000125337	35	11	10	28	16	21	0	60	4	57	13	10	18	40	135	52	16	258	12	23	67
ENSG00000125347	367	226	176	487	128	108	0	1390	2223	1769	850	974	1117	4327	1157	1199	1260	6725	660	1722	2273
ENSG00000125351	1513	491	604	1604	318	1510	0	862	1481	677	1065	637	720	902	1202	1290	1085	994	769	1617	1245
ENSG00000125352	100	36	93	120	32	139	0	845	1431	680	1003	694	1444	792	416	580	563	528	508	575	482
ENSG00000125354	1156	375	470	913	466	681	0	3519	4445	2126	7971	1908	1363	4453	1394	1928	1687	2223	791	2243	3391
ENSG00000125355	66	5	11	99	5	19	0	226	24	127	133	107	79	164	258	47	338	213	52	340	287
ENSG00000125356	1589	907	727	918	1404	2474	0	3477	6788	4046	6523	5714	9091	4427	1679	2150	2526	2263	2665	2539	2417
ENSG00000125363	998	282	132	539	243	202	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4
ENSG00000125375	569	234	150	676	113	482	74	903	918	828	1170	656	806	554	867	2227	1688	1590	1600	1179	1106
ENSG00000125378	176	64	52	226	53	17	0	1568	1581	1218	92	856	354	256	698	866	2375	1477	237	733	1018
ENSG00000125384	155	35	50	64	75	15	0	317	47	727	308	326	61	122	878	110	231	466	366	406	193
ENSG00000125386	5900	2306	1691	5115	3161	3769	33	2650	3527	2004	2844	1642	944	3040	2940	4833	3540	3870	2152	4489	3452
ENSG00000125388	335	157	119	331	239	356	0	287	345	171	305	212	234	250	236	234	326	201	213	280	276
ENSG00000125398	779	74	52	170	56	36	26	6892	18972	5374	299	1386	1351	6737	1451	3134	3235	211	326	1971	1472
ENSG00000125409	42	37	3	106	19	5	0	85	47	53	19	33	49	33	46	87	44	40	64	52	72
ENSG00000125414	1759	2349	27	588	207	48	4	6	5	4	5	14	1	9	146	95	108	107	60	17	19
